model,fraction,n_folds,n_train_mean,n_train_std,train_f1_mean,train_f1_std,test_f1_mean,test_f1_std
LogisticRegression,0.4,10,304.0,0.0,0.6652056132262241,0.02461241728177286,0.6014525224747306,0.03795533412837638
LogisticRegression,0.7,10,535.2,2.5298221281347035,0.650349531263543,0.016545716923326716,0.616105664921336,0.02791998296736268
LogisticRegression,1.0,10,768.0,3.7712361663282534,0.6421265608235874,0.008311493176539505,0.6156420254357974,0.033299012730319225
RandomForest,0.4,10,304.0,0.0,0.7292509071042157,0.04712232852514415,0.5448035364598459,0.047114099415269596
RandomForest,0.7,10,535.2,2.5298221281347035,0.6928820217741927,0.03442679285357186,0.5587467881056563,0.028146436422793925
RandomForest,1.0,10,768.0,3.7712361663282534,0.6645940796663872,0.018870486812756857,0.5546761077259139,0.02765354463708177
GradientBoosting,0.4,10,304.0,0.0,0.7193206915829222,0.04896800703022184,0.5532647219412572,0.03629464933601481
GradientBoosting,0.7,10,535.2,2.5298221281347035,0.6658016858722634,0.02333415024937031,0.5519883571277177,0.02651682253109253
GradientBoosting,1.0,10,768.0,3.7712361663282534,0.6483852977294393,0.017209186727434142,0.5537982809104534,0.03426710933689749
