repeat,fold,model,feature_set,n_test,f1_macro,balanced_accuracy,average_precision,brier,fit_seconds,best_params
0,3,GradientBoosting,BASE+KB,184,0.5146282973621104,0.5400616332819723,0.5065695502906098,0.22085618127577525,1.5108609919998344,"{""clf__learning_rate"": 0.1, ""clf__max_depth"": 2}"
0,3,DummyPrior,-,184,0.39072847682119205,0.5,0.358695652173913,0.23127508294556087,0.0,{}
0,3,LogicOnly,-,184,0.5986250661025913,0.5968156137647663,0.4207839262187088,0.358695652173913,0.0,{}
0,4,LogisticRegression,BASE,192,0.6189517819706498,0.6363582089552239,0.4974934478065811,0.23065781739541627,0.12474386200028675,"{""clf__C"": 1.0, ""clf__class_weight"": ""balanced""}"
0,4,RandomForest,BASE,192,0.5103272387657602,0.5290149253731343,0.43009051265550186,0.22869763867906756,1.2821037630001229,"{""clf__max_depth"": null, ""clf__min_samples_leaf"": 3}"
0,4,GradientBoosting,BASE,192,0.45454545454545453,0.49623880597014924,0.4316285127944055,0.22512594684720177,0.8962849580002512,"{""clf__learning_rate"": 0.1, ""clf__max_depth"": 2}"
0,4,LogisticRegression,BASE+LOCAL,192,0.6780263195293181,0.6912835820895522,0.5712333011112781,0.2184878399333748,0.14041672399980598,"{""clf__C"": 0.1, ""clf__class_weight"": ""balanced""}"
0,4,RandomForest,BASE+LOCAL,192,0.5501133786848073,0.5684776119402986,0.5381325739930425,0.2100466971792648,1.4549029379995773,"{""clf__max_depth"": null, ""clf__min_samples_leaf"": 10}"
0,4,GradientBoosting,BASE+LOCAL,192,0.5246619691487335,0.5495522388059702,0.5070992879920211,0.21449247856593015,1.3582088790008129,"{""clf__learning_rate"": 0.1, ""clf__max_depth"": 2}"
0,4,LogisticRegression,BASE+KB,192,0.6417807629380866,0.6499701492537313,0.588557227697351,0.21840481209221688,0.14306130899967684,"{""clf__C"": 0.1, ""clf__class_weight"": ""balanced""}"
0,4,RandomForest,BASE+KB,192,0.6388888888888888,0.636179104477612,0.5988296815196972,0.20169766348471763,1.5807090729995252,"{""clf__max_depth"": null, ""clf__min_samples_leaf"": 3}"
0,4,GradientBoosting,BASE+KB,192,0.5768113913864885,0.5817910447761194,0.5384091330341632,0.21116715157759028,1.484903676000613,"{""clf__learning_rate"": 0.1, ""clf__max_depth"": 2}"
0,4,DummyPrior,-,192,0.3943217665615142,0.5,0.3489583333333333,0.22773573133680558,0.0,{}
0,4,LogicOnly,-,192,0.6590972806279787,0.6542686567164179,0.46732853589196877,0.296875,0.0,{}
1,0,LogisticRegression,BASE,192,0.5438155136268343,0.564968623108158,0.45108058609452983,0.2540455988365666,0.12094389899993985,"{""clf__C"": 10.0, ""clf__class_weight"": ""balanced""}"
1,0,RandomForest,BASE,192,0.5460992907801419,0.5496493170911776,0.37268422097318066,0.23568456093814805,1.3002496879998944,"{""clf__max_depth"": null, ""clf__min_samples_leaf"": 3}"
1,0,GradientBoosting,BASE,192,0.5031316806060834,0.5214101144333703,0.41866642510953433,0.22402050081737146,0.8913508730001922,"{""clf__learning_rate"": 0.1, ""clf__max_depth"": 2}"
1,0,LogisticRegression,BASE+LOCAL,192,0.5681511470985156,0.5884090070136582,0.5141649427036641,0.24181720911542035,0.12551407899991318,"{""clf__C"": 0.1, ""clf__class_weight"": ""balanced""}"
1,0,RandomForest,BASE+LOCAL,192,0.5501133786848073,0.5607235142118863,0.49082539100481154,0.21163763302949481,1.5109831449999547,"{""clf__max_depth"": null, ""clf__min_samples_leaf"": 3}"
1,0,GradientBoosting,BASE+LOCAL,192,0.5312012168274427,0.5524178663713547,0.4583088816266156,0.2162447928439828,1.3223666769999909,"{""clf__learning_rate"": 0.1, ""clf__max_depth"": 2}"
1,0,LogisticRegression,BASE+KB,192,0.6170940170940171,0.6352897748246585,0.5304807586483226,0.22734405379955622,0.13748858200051473,"{""clf__C"": 0.1, ""clf__class_weight"": ""balanced""}"
1,0,RandomForest,BASE+KB,192,0.589543562239808,0.5922849760059062,0.5328745839982314,0.20511383119151136,1.5342467860000397,"{""clf__max_depth"": null, ""clf__min_samples_leaf"": 3}"
1,0,GradientBoosting,BASE+KB,192,0.5282555282555282,0.5448504983388704,0.4799643483007186,0.21090802400870934,1.4947841229995902,"{""clf__learning_rate"": 0.1, ""clf__max_depth"": 2}"
1,0,DummyPrior,-,192,0.40186915887850466,0.5,0.328125,0.2204657660590278,0.0,{}
1,0,LogicOnly,-,192,0.6188585607940447,0.6179401993355482,0.406067037470726,0.3333333333333333,0.0,{}
1,1,LogisticRegression,BASE,192,0.5510353570925483,0.551965811965812,0.4950350729115767,0.23993618133715996,0.12475130799975886,"{""clf__C"": 1.0, ""clf__class_weight"": ""balanced""}"
