strategy,n_failures,cases,cost_mean,cost_std,excess_cost_mean,excess_cost_std,expanded_mean,expanded_std,seconds_mean,seconds_std,valid_mean,valid_std
ucs,2,21,2.0476190476190474,2.819152185962838,0.0,0.0,1.7619047619047619,0.9436504599035547,0.0004089612857569591,0.00030472994069993267,1.0,0.0
ucs,4,21,6.190476190476191,4.190692635102789,0.0,0.0,5.0476190476190474,2.6167955685569035,0.0026985261427918367,0.0030396980145059645,1.0,0.0
ucs,6,18,7.166666666666667,5.8536062288432875,0.0,0.0,12.666666666666666,12.228221937988609,0.006095996166701904,0.006168497745982954,1.0,0.0
cheapest,2,21,2.142857142857143,3.0542710142637035,0.09523809523809523,0.43643578047198484,1.6666666666666667,0.7302967433402214,0.00037625823811790075,0.00022756128285782975,1.0,0.0
cheapest,4,21,12.0,7.930952023559341,5.809523809523809,4.434174642693357,3.619047619047619,1.3955712262794213,0.0015427159524257323,0.0012038400788182404,1.0,0.0
cheapest,6,18,17.166666666666668,13.016957266219636,10.0,8.188945202491697,4.888888888888889,2.2462750575089703,0.0021094692778105026,0.001572193074003471,1.0,0.0
