sample_id,n_nodes,input_facts,closure_facts,rounds,matches,seconds,derived_down,oracle_agreement
57,14,15,77,5,2864,0.004743655000311264,0,1
58,14,15,77,5,2864,0.004556810999929439,0,1
59,14,18,99,6,5017,0.007622032000654144,6,1
60,14,15,77,5,2864,0.004410512000504241,0,1
61,14,15,77,5,2864,0.004318739000154892,0,1
62,14,17,90,5,3591,0.005147208999915165,5,1
63,14,16,79,5,3112,0.005157350999979826,1,1
64,14,18,81,5,3277,0.005737982000027841,2,1
65,14,19,79,5,3518,0.005718976999560255,3,1
66,14,17,77,5,3036,0.004784818999723939,1,1
67,14,20,118,6,5733,0.008551838000130374,12,1
68,14,16,72,5,2795,0.004421622999871033,0,1
69,14,18,101,6,4991,0.007474330000150076,11,1
70,14,19,82,5,3606,0.0055734110001139925,4,1
71,14,19,102,6,5247,0.007949077000375837,11,1
72,12,16,76,5,2811,0.004340059000242036,9,1
73,12,15,80,5,2772,0.004172484999799053,10,1
74,12,13,53,3,866,0.0016119910005727434,0,1
75,12,14,71,5,2392,0.004304061999391706,7,1
76,12,15,64,4,1688,0.0033396359995094826,3,1
77,12,13,53,3,866,0.0016610039992883685,0,1
78,12,14,57,3,967,0.0017803410000851727,1,1
79,12,15,59,3,1068,0.0018721980004556826,2,1
80,11,12,68,5,2399,0.0039080369997464,3,1
81,11,13,75,5,2788,0.004273663999811106,6,1
82,11,11,61,5,2103,0.003220155000235536,1,1
83,11,13,82,5,2834,0.004526333999820054,6,1
84,11,10,56,5,1889,0.0030965519999881508,0,1
85,11,11,61,5,2178,0.003463530999397335,2,1
86,11,12,74,5,2337,0.0040709419999984675,2,1
87,11,13,76,5,2634,0.004404061000059301,4,1
88,18,23,119,5,6418,0.00898811599927285,2,1
89,18,22,113,5,6181,0.009947937000106322,2,1
90,18,26,160,6,10748,0.014812434999839752,11,1
91,18,24,117,5,6899,0.009289847000218288,4,1
92,18,24,142,6,10070,0.014653504000307294,11,1
93,18,22,129,5,6564,0.009405469000739686,5,1
94,18,24,117,5,6899,0.009777471000234073,4,1
95,18,26,156,5,8843,0.011899690000063856,14,1
96,10,11,59,4,1280,0.0020843480006078607,6,1
97,10,9,37,3,577,0.0010345629998482764,1,1
98,10,9,37,3,577,0.001201238999783527,1,1
99,10,8,35,3,498,0.0009449769995626411,0,1
100,10,10,45,4,1011,0.0016582520001975354,3,1
101,10,11,51,4,1099,0.001825239000027068,3,1
102,10,10,44,4,1011,0.0016943800001172349,3,1
103,10,9,38,3,577,0.0010309400004189229,1,1
104,18,19,73,5,2915,0.004233606999150652,0,1
105,18,21,79,5,3391,0.005180762000236427,2,1
106,18,22,83,5,3813,0.00531860599949141,5,1
107,18,20,79,5,3314,0.004814668000108213,3,1
108,18,24,106,5,4754,0.006495547000668012,12,1
109,18,22,83,5,3813,0.005328843999450328,5,1
110,18,19,73,5,2915,0.004914635999739403,0,1
