strategy,n_failures,cases,cost_mean,cost_std,excess_cost_mean,excess_cost_std,expanded_mean,expanded_std,seconds_mean,seconds_std,valid_mean,valid_std
ucs,2,21,1.8095238095238095,2.400396792595916,0.0,0.0,1.6666666666666667,0.7302967433402214,0.0005071194285673777,0.0006063889191196967,1.0,0.0
ucs,4,21,4.666666666666667,5.247221486971304,0.0,0.0,4.095238095238095,3.7135530412902673,0.0018012640001480967,0.002356608542340712,1.0,0.0
ucs,6,18,6.777777777777778,4.820978123302312,0.0,0.0,13.61111111111111,13.776104157258466,0.005668827777854959,0.004809662106240727,1.0,0.0
cheapest,2,21,2.2857142857142856,3.348773762780298,0.47619047619047616,1.3645163106041502,1.6666666666666667,0.7302967433402214,0.0004701642857894296,0.0005658982053590609,1.0,0.0
cheapest,4,21,7.333333333333333,8.451824260674929,2.6666666666666665,4.246567241117622,2.761904761904762,1.6094956323259129,0.0008410336190752874,0.0006461533515135001,1.0,0.0
cheapest,6,18,13.555555555555555,12.200396436289042,6.777777777777778,8.842115501165301,4.444444444444445,2.228748586412992,0.0018851763334168936,0.0014701086569351167,1.0,0.0
